Order ID,Date,Customer ID,Product ID,Quantity,Total Price,Profit
518491,2024-02-06,66,12,1,2199.13,378.26
843810,2024-02-06,70,12,3,6597.39,706.42
737003,2024-02-06,42,18,5,10431.5,2582.06
439057,2024-02-06,10,18,5,10431.5,3005.41
568470,2024-02-07,16,2,5,14740.85,2013.08
952266,2024-02-07,8,18,3,6258.9,1365.52
226268,2024-02-07,94,13,3,2777.07,815.57
282467,2024-02-07,74,4,3,5411.13,743.33
697139,2024-02-07,64,4,1,1803.71,439.68
202654,2024-02-07,16,13,2,1851.38,327.4
505111,2024-02-07,35,1,3,6253.98,751.87
418657,2024-02-08,99,6,3,1873.53,325.13
256173,2024-02-08,59,12,1,2199.13,634.14
232438,2024-02-08,50,9,2,4221.38,835.31
412353,2024-02-08,99,9,5,10553.45,1711.19
974517,2024-02-08,62,1,2,4169.32,871.22
705607,2024-02-08,33,9,1,2110.69,357.05
477794,2024-02-08,42,20,3,1334.22,269.62
253998,2024-02-08,67,5,4,2465.64,537.22
534709,2024-02-08,44,18,5,10431.5,1895.85
889043,2024-02-08,82,19,3,2657.88,781.08
146932,2024-02-09,99,18,1,2086.3,421.37
990807,2024-02-09,77,15,2,3472.38,932.71
869559,2024-02-09,71,11,2,4083.56,748.12
959828,2024-02-09,22,6,2,1249.02,275.47
105312,2024-02-09,27,18,4,8345.2,867.1
333910,2024-02-09,15,4,4,7214.84,775.63
973182,2024-02-09,49,11,2,4083.56,1224.56
983056,2024-02-09,65,12,1,2199.13,311.54
749710,2024-02-10,96,7,3,6923.76,866.97
547440,2024-02-10,2,9,4,8442.76,2259.56
601240,2024-02-10,48,10,3,1833.99,477.11
645038,2024-02-10,26,4,3,5411.13,901.36
933243,2024-02-10,39,2,1,2948.17,667.3
658693,2024-02-10,93,2,3,8844.51,1400.4
466692,2024-02-10,44,1,1,2084.66,230.8
275677,2024-02-10,58,4,4,7214.84,1386.65
920056,2024-02-11,96,18,4,8345.2,1540.14
243448,2024-02-11,62,9,2,4221.38,885.79
972436,2024-02-11,44,5,3,1849.23,267.07
215434,2024-02-12,66,1,2,4169.32,736.27
851278,2024-02-12,67,1,4,8338.64,903.45
326656,2024-02-12,6,9,5,10553.45,1987.13
976493,2024-02-12,57,8,4,1837.52,246.78
864018,2024-02-12,87,11,3,6125.34,1178.36
736085,2024-02-12,91,14,4,8195.04,1067.06
154221,2024-02-13,86,15,2,3472.38,893.35
971845,2024-02-13,67,19,2,1771.92,527.37
962939,2024-02-13,23,17,3,3619.38,785.33
985189,2024-02-13,93,11,4,8167.12,1167.75
922052,2024-02-13,95,20,3,1334.22,397.8
458420,2024-02-13,47,8,2,918.76,223.13
933635,2024-02-13,56,5,1,616.41,93.31
473466,2024-02-14,56,12,1,2199.13,581.82
350511,2024-02-14,37,4,2,3607.42,469.66
585865,2024-02-14,23,15,2,3472.38,954.1
927060,2024-02-14,62,8,2,918.76,215.77
385865,2024-02-14,13,19,3,2657.88,678.13
211213,2024-02-14,33,1,4,8338.64,842.22
500395,2024-02-15,46,11,5,10208.9,2274.61
861614,2024-02-15,36,14,5,10243.8,2239.77
975492,2024-02-15,2,16,2,4068.82,543.11
331525,2024-02-15,78,20,1,444.74,86.55
113749,2024-02-15,41,7,4,9231.68,2014.64
984089,2024-02-15,20,2,4,11792.68,1316.54
505761,2024-02-15,94,19,2,1771.92,465.32
870514,2024-02-15,25,20,5,2223.7,563.19
870335,2024-02-15,20,5,5,3082.05,343.35
630247,2024-02-15,73,13,5,4628.45,753.57
607091,2024-02-16,82,20,2,889.48,212.71
861267,2024-02-16,14,1,2,4169.32,803.84
436501,2024-02-16,29,2,3,8844.51,1616.5
654668,2024-02-16,46,19,1,885.96,195.12
320844,2024-02-16,8,5,4,2465.64,506.7
907675,2024-02-16,11,18,3,6258.9,953.15
623100,2024-02-17,94,19,5,4429.8,649.13
929027,2024-02-17,45,20,1,444.74,90.13
737346,2024-02-17,21,17,3,3619.38,638.73
630039,2024-02-17,96,7,3,6923.76,1469.1
832339,2024-02-17,96,18,3,6258.9,1431.29
448790,2024-02-17,87,17,2,2412.92,379.99
876153,2024-02-17,77,13,3,2777.07,593.49
734034,2024-02-17,97,18,2,4172.6,1052.91
111626,2024-02-17,28,12,1,2199.13,627.9
820805,2024-02-17,27,5,3,1849.23,408.4
973865,2024-02-18,61,14,5,10243.8,1264.75
303707,2024-02-18,42,3,4,1396.88,381.03
266313,2024-02-18,24,5,2,1232.82,186.43
957864,2024-02-18,27,20,1,444.74,124.77
195937,2024-02-18,81,10,3,1833.99,452.71
731727,2024-02-19,72,4,4,7214.84,1847.61
100725,2024-02-19,69,4,3,5411.13,1122.18
968493,2024-02-19,93,10,4,2445.32,714.27
391502,2024-02-19,71,1,1,2084.66,609.46
683215,2024-02-19,24,11,2,4083.56,894.21
898184,2024-02-19,86,9,2,4221.38,1200.49
425504,2024-02-19,46,15,3,5208.57,1246.36
567098,2024-02-19,67,12,3,6597.39,1135.5
937235,2024-02-19,93,8,3,1378.14,173.35
572730,2024-02-19,51,9,5,10553.45,1343.62
877627,2024-02-20,62,7,3,6923.76,1238.09
711134,2024-02-20,11,7,1,2307.92,381.09
675654,2024-02-20,14,11,3,6125.34,733.9
289667,2024-02-20,98,17,4,4825.84,774.56
725760,2024-02-20,24,16,4,8137.64,2044.93
212071,2024-02-20,80,15,2,3472.38,803.88
358394,2024-02-21,73,7,1,2307.92,470.21
505986,2024-02-21,74,15,2,3472.38,388.33
544921,2024-02-21,8,15,1,1736.19,303.75
446997,2024-02-21,39,11,5,10208.9,2679.4
160895,2024-02-21,87,11,1,2041.78,369.94
916940,2024-02-21,51,16,4,8137.64,1301.86
670967,2024-02-21,78,20,4,1778.96,185.77
436317,2024-02-21,3,18,3,6258.9,1733.66
145788,2024-02-21,70,2,2,5896.34,773.07
125629,2024-02-22,54,1,5,10423.3,1420.59
156007,2024-02-22,62,1,2,4169.32,1217.36
849259,2024-02-22,11,20,3,1334.22,258.79
113877,2024-02-22,20,18,5,10431.5,1263.71
196232,2024-02-22,8,8,2,918.76,139.29
156642,2024-02-22,94,4,1,1803.71,321.26
202720,2024-02-22,100,2,2,5896.34,683.63
925001,2024-02-23,23,6,1,624.51,111.57
974411,2024-02-23,47,12,1,2199.13,455.7
722424,2024-02-23,18,13,3,2777.07,490.59
686490,2024-02-23,96,16,3,6103.23,1390.95
741029,2024-02-23,94,20,2,889.48,164.53
231176,2024-02-23,21,17,1,1206.46,281.78
739266,2024-02-23,87,15,3,5208.57,869.78
616828,2024-02-23,46,1,1,2084.66,331.86
937704,2024-02-23,21,13,1,925.69,173.34
951379,2024-02-24,24,10,1,611.33,87.68
621092,2024-02-24,76,15,5,8680.95,2110.79
525406,2024-02-24,22,16,3,6103.23,1143.4
262614,2024-02-24,42,14,3,6146.28,1176.42
174137,2024-02-24,92,17,4,4825.84,974.49
733687,2024-02-24,5,8,1,459.38,60.81
475807,2024-02-24,52,5,1,616.41,165.93
976577,2024-02-24,54,10,4,2445.32,616.15
325834,2024-02-25,37,17,3,3619.38,1048.2
553947,2024-02-25,27,4,4,7214.84,1745.55
519166,2024-02-25,25,7,5,11539.6,1556.91
421213,2024-02-25,91,1,1,2084.66,280.97
587712,2024-02-26,7,4,3,5411.13,684.09
380937,2024-02-26,53,11,1,2041.78,531.57
416695,2024-02-26,12,12,1,2199.13,441.92
720924,2024-02-26,18,16,5,10172.05,2609.77
120499,2024-02-26,58,1,4,8338.64,2312.54
333637,2024-02-26,9,10,2,1222.66,192.68
883772,2024-02-27,85,11,1,2041.78,421.85
191090,2024-02-27,31,9,5,10553.45,1227.67
255088,2024-02-27,63,14,2,4097.52,507.19
489855,2024-02-27,59,15,1,1736.19,248.81
361928,2024-02-28,92,16,1,2034.41,567.8
994881,2024-02-28,23,17,3,3619.38,747.2
132136,2024-02-28,5,12,5,10995.65,1947.81
959171,2024-02-28,28,14,2,4097.52,1008.63
970227,2024-02-28,93,13,4,3702.76,384.98
808560,2024-02-29,20,12,1,2199.13,550.19
758196,2024-02-29,81,16,3,6103.23,1293.33
756499,2024-02-29,61,18,4,8345.2,1794.82
300833,2024-02-29,9,11,1,2041.78,260.19
993772,2024-02-29,61,12,3,6597.39,1968.24
145165,2024-02-29,71,4,5,9018.55,1971.85
117345,2024-02-29,81,4,2,3607.42,991.89
291793,2024-02-29,84,2,3,8844.51,2298.13
884561,2024-03-01,5,3,1,349.22,89.45
115993,2024-03-01,67,20,1,444.74,80.6
272770,2024-03-01,49,3,4,1396.88,377.93
663729,2024-03-01,1,19,3,2657.88,323.38
248564,2024-03-02,87,5,2,1232.82,255.84
746826,2024-03-02,79,14,4,8195.04,2072.72
488420,2024-03-02,100,5,1,616.41,114.29
477893,2024-03-02,85,3,3,1047.66,282.88
645272,2024-03-02,29,5,3,1849.23,464.4
155925,2024-03-02,24,9,1,2110.69,617.73
771972,2024-03-03,64,19,5,4429.8,866.94
822558,2024-03-03,88,15,4,6944.76,817.41
207777,2024-03-03,47,13,5,4628.45,1258.25
219476,2024-03-03,65,9,4,8442.76,1649.28
680707,2024-03-03,72,9,1,2110.69,346.92
217593,2024-03-03,95,20,1,444.74,67.99
626257,2024-03-03,18,11,3,6125.34,975.5
478231,2024-03-03,36,18,2,4172.6,987.87
901556,2024-03-03,99,6,1,624.51,75.16
586017,2024-03-03,35,6,3,1873.53,337.03
350512,2024-03-04,80,2,3,8844.51,1942.47
776292,2024-03-04,21,16,1,2034.41,224.01
683624,2024-03-04,80,7,1,2307.92,512.73
706965,2024-03-04,54,12,5,10995.65,2191.98
961062,2024-03-04,84,13,2,1851.38,256.71
771298,2024-03-04,63,4,3,5411.13,669.63
593666,2024-03-04,22,14,3,6146.28,1015.24
153054,2024-03-04,72,17,1,1206.46,353.78
777241,2024-03-04,56,6,1,624.51,89.78
829051,2024-03-04,54,3,4,1396.88,257.89
328216,2024-03-05,50,13,4,3702.76,1014.16
567777,2024-03-05,88,19,1,885.96,188.68
554646,2024-03-05,6,3,5,1746.1,460.99
188913,2024-03-05,13,15,2,3472.38,557.6
427221,2024-03-05,3,17,3,3619.38,1042.51
903113,2024-03-05,90,5,2,1232.82,158.41
928232,2024-03-05,48,7,5,11539.6,2380.02
140850,2024-03-05,69,1,5,10423.3,2532.15
641504,2024-03-05,41,15,3,5208.57,1545.09
921604,2024-03-05,25,1,4,8338.64,2090.12
591393,2024-03-06,1,18,3,6258.9,1444.63
307319,2024-03-06,83,7,4,9231.68,2169.44
389082,2024-03-06,61,13,1,925.69,106.33
143611,2024-03-06,64,7,1,2307.92,357.54
771189,2024-03-06,23,6,2,1249.02,140.67
860190,2024-03-07,20,16,3,6103.23,1533.14
152322,2024-03-07,74,14,5,10243.8,2107.84
279885,2024-03-07,47,14,2,4097.52,981.38
444402,2024-03-08,99,20,3,1334.22,147.11
383336,2024-03-08,98,10,4,2445.32,429.27
743434,2024-03-08,93,14,4,8195.04,2447.04
903059,2024-03-08,62,10,1,611.33,107.11
625183,2024-03-08,20,11,4,8167.12,1397.72
506819,2024-03-08,57,18,1,2086.3,231.72
398169,2024-03-08,35,12,3,6597.39,1224.44
904384,2024-03-08,33,2,3,8844.51,972.06
916582,2024-03-08,64,15,2,3472.38,665.67
102990,2024-03-08,98,9,4,8442.76,1669.15
670932,2024-03-09,7,20,3,1334.22,271.44
264957,2024-03-09,27,15,4,6944.76,953.95
721358,2024-03-09,73,20,2,889.48,165.19
919365,2024-03-09,74,11,1,2041.78,505.65
361922,2024-03-09,64,6,3,1873.53,499.32
497861,2024-03-09,19,2,1,2948.17,440.87
301336,2024-03-09,45,4,4,7214.84,823.57
195607,2024-03-10,75,18,3,6258.9,1523.36
688617,2024-03-10,53,12,2,4398.26,732.44
504182,2024-03-10,48,10,4,2445.32,457.2
757273,2024-03-10,91,13,2,1851.38,206.09
278256,2024-03-10,19,13,5,4628.45,1142.01
514764,2024-03-11,93,10,2,1222.66,243.02
845172,2024-03-11,7,18,4,8345.2,1446.8
231841,2024-03-11,36,18,2,4172.6,542.86
956795,2024-03-11,57,1,1,2084.66,478.82
850354,2024-03-11,96,8,2,918.76,185.39
943148,2024-03-11,78,7,3,6923.76,1765.96
833693,2024-03-11,84,15,1,1736.19,322.15
231492,2024-03-12,82,8,2,918.76,194.45
225470,2024-03-12,18,17,2,2412.92,445.81
296899,2024-03-12,38,18,2,4172.6,801.22
680643,2024-03-12,86,18,5,10431.5,2676.0
443258,2024-03-12,43,2,3,8844.51,1661.8
297717,2024-03-12,33,4,2,3607.42,1049.5
908519,2024-03-12,33,14,1,2048.76,396.64
382993,2024-03-12,11,15,1,1736.19,509.82
496073,2024-03-12,82,4,2,3607.42,788.59
670273,2024-03-13,22,19,5,4429.8,870.84
347241,2024-03-13,62,2,5,14740.85,3848.72
384462,2024-03-13,8,5,1,616.41,87.25
707605,2024-03-14,72,9,2,4221.38,509.61
153503,2024-03-14,16,11,4,8167.12,2044.43
150189,2024-03-14,54,17,2,2412.92,345.12
131859,2024-03-14,69,16,2,4068.82,1194.71
791988,2024-03-14,10,7,2,4615.84,1217.78
244674,2024-03-14,7,18,4,8345.2,1376.88
484522,2024-03-14,69,19,1,885.96,222.38
436641,2024-03-14,47,9,4,8442.76,1470.21
387070,2024-03-14,75,11,2,4083.56,1022.23
751290,2024-03-14,96,2,3,8844.51,2288.51
735589,2024-03-15,93,11,3,6125.34,1365.64
915271,2024-03-15,55,8,5,2296.9,240.03
597415,2024-03-15,48,1,1,2084.66,324.43
525354,2024-03-15,19,6,3,1873.53,489.72
113219,2024-03-15,27,13,3,2777.07,546.68
969995,2024-03-15,57,10,4,2445.32,715.72
648833,2024-03-15,76,11,1,2041.78,426.48
233701,2024-03-16,57,13,2,1851.38,539.15
921602,2024-03-16,22,18,1,2086.3,592.89
970860,2024-03-16,11,15,5,8680.95,1041.93
953395,2024-03-16,3,2,1,2948.17,639.95
156147,2024-03-16,67,10,1,611.33,76.04
753564,2024-03-16,71,13,3,2777.07,449.1
989254,2024-03-16,53,3,5,1746.1,349.94
340477,2024-03-16,16,1,3,6253.98,1060.84
728522,2024-03-16,83,15,2,3472.38,585.48
945059,2024-03-17,100,13,3,2777.07,473.24
631999,2024-03-17,78,20,2,889.48,222.63
284946,2024-03-17,85,12,1,2199.13,397.07
399024,2024-03-17,46,17,2,2412.92,519.6
755808,2024-03-17,32,9,1,2110.69,614.42
504999,2024-03-17,89,10,2,1222.66,248.17
926976,2024-03-17,29,19,1,885.96,171.19
162101,2024-03-17,38,13,2,1851.38,390.07
153513,2024-03-17,12,2,5,14740.85,4357.56
167117,2024-03-17,52,6,3,1873.53,359.94
404352,2024-03-18,55,10,4,2445.32,571.08
350164,2024-03-18,96,7,5,11539.6,1783.42
210164,2024-03-18,99,1,3,6253.98,898.04
721313,2024-03-18,65,8,3,1378.14,273.36
464714,2024-03-18,8,13,2,1851.38,255.08
924705,2024-03-18,55,4,4,7214.84,765.35
755235,2024-03-19,62,17,5,6032.3,830.85
667999,2024-03-19,89,20,3,1334.22,328.57
977113,2024-03-19,1,2,4,11792.68,3485.75
783690,2024-03-19,54,20,2,889.48,221.68
328510,2024-03-19,41,9,4,8442.76,848.57
659182,2024-03-19,36,20,1,444.74,49.75
115168,2024-03-19,68,1,1,2084.66,515.12
844734,2024-03-19,64,14,1,2048.76,342.83
556428,2024-03-19,16,4,5,9018.55,1742.74
181680,2024-03-19,96,13,5,4628.45,759.49
535829,2024-03-20,76,9,4,8442.76,1345.5
841644,2024-03-20,96,5,1,616.41,110.52
665873,2024-03-20,36,15,5,8680.95,1699.86
967573,2024-03-20,30,20,3,1334.22,185.11
